id,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,gene,cancer,gene,cell
"RP11-53O19.3_T cell, CD4, naive",Wald_ratio,1,0.001081775,0.000765207,NA,NA,0.157449316,NA,NA,NA,NA,NA,NA,NA,-0.000418031,0.00258158,1.00108236,0.999582057,1.002584915,0.586741942,RP11-53O19.3,non-melanoma skin cancer,RP11-53O19.3,"T cell, CD4, naive"
"PM20D1_T cell, CD4, TH2",Wald_ratio,1,-8.64E-05,0.000501469,NA,NA,0.863277359,NA,NA,NA,NA,NA,NA,NA,-0.001069235,0.000896525,0.999913649,0.998931337,1.000896927,0.977759974,PM20D1,non-melanoma skin cancer,PM20D1,"T cell, CD4, TH2"
"PM20D1_T cell, CD4, naive",Wald_ratio,1,-8.89E-05,0.000516303,NA,NA,0.863277359,NA,NA,NA,NA,NA,NA,NA,-0.001100862,0.000923044,0.999911095,0.998899743,1.00092347,0.977759974,PM20D1,non-melanoma skin cancer,PM20D1,"T cell, CD4, naive"
"PM20D1_T cell, CD4, TH1 TH17",Wald_ratio,1,-8.52E-05,0.000494945,NA,NA,0.863277359,NA,NA,NA,NA,NA,NA,NA,-0.001055323,0.00088486,0.999914772,0.998945234,1.000885252,0.977759974,PM20D1,non-melanoma skin cancer,PM20D1,"T cell, CD4, TH1 TH17"
"SLC41A1_Monocyte, classical",Wald_ratio,1,0.000101913,0.000591815,NA,NA,0.863277359,NA,NA,NA,NA,NA,NA,NA,-0.001058045,0.001261871,1.000101918,0.998942515,1.001262667,0.977759974,SLC41A1,non-melanoma skin cancer,SLC41A1,"Monocyte, classical"
"PM20D1_T cell, CD4, TH1",Wald_ratio,1,-9.23E-05,0.000535958,NA,NA,0.863277359,NA,NA,NA,NA,NA,NA,NA,-0.001142773,0.000958185,0.99990771,0.99885788,1.000958644,0.977759974,PM20D1,non-melanoma skin cancer,PM20D1,"T cell, CD4, TH1"
"PM20D1_T cell, CD4, naive TREG",Wald_ratio,1,-8.50E-05,0.000493743,NA,NA,0.863277359,NA,NA,NA,NA,NA,NA,NA,-0.001052761,0.000882712,0.999914979,0.998947793,1.000883102,0.977759974,PM20D1,non-melanoma skin cancer,PM20D1,"T cell, CD4, naive TREG"
"ZFP30_T cell, CD4, TH1 TH17",Wald_ratio,1,0.000630308,0.000782873,NA,NA,0.420749069,NA,NA,NA,NA,NA,NA,NA,-0.000904122,0.002164739,1.000630507,0.999096286,1.002167083,0.835113934,ZFP30,non-melanoma skin cancer,ZFP30,"T cell, CD4, TH1 TH17"
"AMT_Monocyte, classical",Wald_ratio,1,0.000426167,0.000573445,NA,NA,0.457379155,NA,NA,NA,NA,NA,NA,NA,-0.000697786,0.001550119,1.000426258,0.999302458,1.001551321,0.852778717,AMT,non-melanoma skin cancer,AMT,"Monocyte, classical"
"AMT_T cell, CD4, memory TREG",Wald_ratio,1,0.000492068,0.000664467,NA,NA,0.458968455,NA,NA,NA,NA,NA,NA,NA,-0.000810286,0.001794423,1.000492189,0.999190042,1.001796034,0.853405001,AMT,non-melanoma skin cancer,AMT,"T cell, CD4, memory TREG"
"AMT_T cell, CD4, TH2",Wald_ratio,1,0.000485096,0.000655051,NA,NA,0.458968455,NA,NA,NA,NA,NA,NA,NA,-0.000798804,0.001768996,1.000485213,0.999201515,1.001770561,0.853405001,AMT,non-melanoma skin cancer,AMT,"T cell, CD4, TH2"
"AMT_Monocyte, non-classical",Wald_ratio,1,0.000346112,0.000648514,NA,NA,0.593548891,NA,NA,NA,NA,NA,NA,NA,-0.000924975,0.001617199,1.000346172,0.999075452,1.001618508,0.909931211,AMT,non-melanoma skin cancer,AMT,"Monocyte, non-classical"
"SLC22A5_T cell, CD8, naive",Wald_ratio,1,-2.72E-05,0.000282726,NA,NA,0.923368654,NA,NA,NA,NA,NA,NA,NA,-0.000581339,0.000526947,0.999972805,0.99941883,1.000527086,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"T cell, CD8, naive"
"SLC22A5_T cell, CD4, TH1 TH17",Wald_ratio,1,-2.57E-05,0.000266953,NA,NA,0.923368654,NA,NA,NA,NA,NA,NA,NA,-0.000548906,0.000497549,0.999974322,0.999451244,1.000497673,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"T cell, CD4, TH1 TH17"
"SLC22A5_T cell, CD4, naive",Wald_ratio,1,-2.54E-05,0.000263588,NA,NA,0.923368654,NA,NA,NA,NA,NA,NA,NA,-0.000541988,0.000491278,0.999974645,0.999458159,1.000491399,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"T cell, CD4, naive"
"SLC22A5_T cell, CD4, memory TREG",Wald_ratio,1,-2.47E-05,0.000256762,NA,NA,0.923368654,NA,NA,NA,NA,NA,NA,NA,-0.000527951,0.000478555,0.999975302,0.999472188,1.000478669,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"T cell, CD4, memory TREG"
"GTF2A2_Monocyte, non-classical",Wald_ratio,1,0.000125894,0.000315039,NA,NA,0.689440309,NA,NA,NA,NA,NA,NA,NA,-0.000491583,0.000743371,1.000125902,0.999508538,1.000743648,0.99844309,GTF2A2,Ovarian cancer,GTF2A2,"Monocyte, non-classical"
"DNMT3B_T cell, CD4, naive TREG",Wald_ratio,1,0.000154748,0.000265575,NA,NA,0.560100979,NA,NA,NA,NA,NA,NA,NA,-0.000365779,0.000675276,1.00015476,0.999634288,1.000675504,0.99844309,DNMT3B,Ovarian cancer,DNMT3B,"T cell, CD4, naive TREG"
"CTD-2540F13.2_NK cell, CD56dim CD16+",Wald_ratio,1,0.000230118,0.000479208,NA,NA,0.631081128,NA,NA,NA,NA,NA,NA,NA,-0.000709129,0.001169366,1.000230145,0.999291122,1.00117005,0.99844309,CTD-2540F13.2,Ovarian cancer,CTD-2540F13.2,"NK cell, CD56dim CD16+"
"NSUN2_Monocyte, non-classical",Wald_ratio,1,0.000207678,0.000217525,NA,NA,0.339714428,NA,NA,NA,NA,NA,NA,NA,-0.000218672,0.000634028,1.0002077,0.999781352,1.000634229,0.99844309,NSUN2,Ovarian cancer,NSUN2,"Monocyte, non-classical"
"LAMC1_B cell, naive",Wald_ratio,1,-1.29E-05,0.000282792,NA,NA,0.963498496,NA,NA,NA,NA,NA,NA,NA,-0.000567214,0.000541331,0.999987058,0.999432947,1.000541477,0.99844309,LAMC1,Ovarian cancer,LAMC1,"B cell, naive"
"CASP8_T cell, CD4, memory TREG",Wald_ratio,1,-0.000550138,0.000223049,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.000987313,-0.000112962,0.999450014,0.999013174,0.999887044,0.888016907,CASP8,Ovarian cancer,CASP8,"T cell, CD4, memory TREG"
"CASP8_T cell, CD4, naive",Wald_ratio,1,-0.000571089,0.000231543,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.001024913,-0.000117264,0.999429075,0.998975612,0.999882743,0.888016907,CASP8,Ovarian cancer,CASP8,"T cell, CD4, naive"
"CASP8_Monocyte, classical",Wald_ratio,1,-0.00054642,0.000221541,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.00098064,-0.000112199,0.99945373,0.999019841,0.999887807,0.888016907,CASP8,Ovarian cancer,CASP8,"Monocyte, classical"
"CASP8_T cell, CD4, TH17",Wald_ratio,1,-0.000569128,0.000230748,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.001021393,-0.000116862,0.999431034,0.998979128,0.999883145,0.888016907,CASP8,Ovarian cancer,CASP8,"T cell, CD4, TH17"
"CASP8_T cell, CD4, TFH",Wald_ratio,1,-0.000552715,0.000224093,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.000991938,-0.000113492,0.999447438,0.999008554,0.999886515,0.888016907,CASP8,Ovarian cancer,CASP8,"T cell, CD4, TFH"
"CASP8_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.000576489,0.000233733,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.001034605,-0.000118373,0.999423677,0.99896593,0.999881634,0.888016907,CASP8,Ovarian cancer,CASP8,"T cell, CD4, TH1 TH17"
"CASP8_B cell, naive",Wald_ratio,1,-0.000791522,0.000320916,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.001420517,-0.000162527,0.999208791,0.998580491,0.999837486,0.888016907,CASP8,Ovarian cancer,CASP8,"B cell, naive"
"CASP8_T cell, CD4, TH2",Wald_ratio,1,-0.000592084,0.000240055,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.001062592,-0.000121575,0.999408091,0.998937972,0.999878432,0.888016907,CASP8,Ovarian cancer,CASP8,"T cell, CD4, TH2"
"CASP8_T cell, CD4, naive TREG",Wald_ratio,1,-0.000586044,0.000237606,NA,NA,0.013646069,NA,NA,NA,NA,NA,NA,NA,-0.001051753,-0.000120335,0.999414128,0.9989488,0.999879672,0.888016907,CASP8,Ovarian cancer,CASP8,"T cell, CD4, naive TREG"
"CASP8_NK cell, CD56dim CD16+",Wald_ratio,1,-0.000590058,0.000239372,NA,NA,0.013700582,NA,NA,NA,NA,NA,NA,NA,-0.001059228,-0.000120888,0.999410116,0.998941333,0.99987912,0.888016907,CASP8,Ovarian cancer,CASP8,"NK cell, CD56dim CD16+"
"CASP8_Monocyte, non-classical",Wald_ratio,1,-0.000555654,0.000225416,NA,NA,0.013700582,NA,NA,NA,NA,NA,NA,NA,-0.000997469,-0.000113839,0.9994445,0.999003029,0.999886167,0.888016907,CASP8,Ovarian cancer,CASP8,"Monocyte, non-classical"
"RP1-228P16.1_T cell, CD4, TH1",Wald_ratio,1,-8.78E-05,0.000291048,NA,NA,0.762798947,NA,NA,NA,NA,NA,NA,NA,-0.000658294,0.000482613,0.999912164,0.999341923,1.00048273,0.99844309,RP1-228P16.1,Ovarian cancer,RP1-228P16.1,"T cell, CD4, TH1"
"C10orf32_T cell, CD4, TFH",Wald_ratio,1,0.000488283,0.000317262,NA,NA,0.123791116,NA,NA,NA,NA,NA,NA,NA,-0.00013355,0.001110116,1.000488402,0.999866459,1.001110733,0.95112083,C10orf32,Ovarian cancer,C10orf32,"T cell, CD4, TFH"
"C10orf32_T cell, CD4, TH2",Wald_ratio,1,0.000403209,0.000287595,NA,NA,0.160914515,NA,NA,NA,NA,NA,NA,NA,-0.000160477,0.000966895,1.00040329,0.999839536,1.000967363,0.95596063,C10orf32,Ovarian cancer,C10orf32,"T cell, CD4, TH2"
"RAB7L1_T cell, CD4, memory TREG",Wald_ratio,1,0.000294708,0.000378054,NA,NA,0.435661897,NA,NA,NA,NA,NA,NA,NA,-0.000446278,0.001035694,1.000294752,0.999553822,1.00103623,0.99844309,RAB7L1,Ovarian cancer,RAB7L1,"T cell, CD4, memory TREG"
"POLI_T cell, CD4, TFH",Wald_ratio,1,-0.000147121,0.000284609,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000704955,0.000410714,0.99985289,0.999295294,1.000410798,0.99844309,POLI,Ovarian cancer,POLI,"T cell, CD4, TFH"
"POLI_T cell, CD4, naive TREG",Wald_ratio,1,-0.000115044,0.000222556,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000551253,0.000321166,0.999884963,0.999448899,1.000321217,0.99844309,POLI,Ovarian cancer,POLI,"T cell, CD4, naive TREG"
"POLI_T cell, CD4, TH2",Wald_ratio,1,-0.000125591,0.00024296,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000601792,0.00035061,0.999874417,0.999398389,1.000350671,0.99844309,POLI,Ovarian cancer,POLI,"T cell, CD4, TH2"
"POLI_T cell, CD4, TH1",Wald_ratio,1,-0.000126903,0.000245497,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000608077,0.000354272,0.999873105,0.999392108,1.000354334,0.99844309,POLI,Ovarian cancer,POLI,"T cell, CD4, TH1"
"POLI_T cell, CD8, naive",Wald_ratio,1,-0.000127022,0.000245729,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000608651,0.000354606,0.999872986,0.999391535,1.000354669,0.99844309,POLI,Ovarian cancer,POLI,"T cell, CD8, naive"
"POLI_T cell, CD4, TH1 TH17",Wald_ratio,1,-0.000125457,0.0002427,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000601148,0.000350235,0.999874551,0.999399033,1.000350296,0.99844309,POLI,Ovarian cancer,POLI,"T cell, CD4, TH1 TH17"
"POLI_Monocyte, classical",Wald_ratio,1,-0.000131372,0.000254143,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000629491,0.000366748,0.999868637,0.999370707,1.000366815,0.99844309,POLI,Ovarian cancer,POLI,"Monocyte, classical"
"POLI_T cell, CD8, naive activated",Wald_ratio,1,-0.000156408,0.000302576,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000749456,0.000436641,0.999843604,0.999250825,1.000436736,0.99844309,POLI,Ovarian cancer,POLI,"T cell, CD8, naive activated"
"POLI_T cell, CD4, TH17",Wald_ratio,1,-0.000126713,0.00024513,NA,NA,0.605211242,NA,NA,NA,NA,NA,NA,NA,-0.000607168,0.000353742,0.999873295,0.999393016,1.000353805,0.99844309,POLI,Ovarian cancer,POLI,"T cell, CD4, TH17"
"MAP2K1_T cell, CD4, naive TREG",Wald_ratio,1,0.000142466,0.000255621,NA,NA,0.577299019,NA,NA,NA,NA,NA,NA,NA,-0.000358551,0.000643484,1.000142477,0.999641513,1.000643691,0.99844309,MAP2K1,Ovarian cancer,MAP2K1,"T cell, CD4, naive TREG"
"PFKM_NK cell, CD56dim CD16+",Wald_ratio,1,0.000133081,0.000286634,NA,NA,0.642441078,NA,NA,NA,NA,NA,NA,NA,-0.000428722,0.000694884,1.00013309,0.99957137,1.000695125,0.99844309,PFKM,Ovarian cancer,PFKM,"NK cell, CD56dim CD16+"
"C10orf32_Monocyte, non-classical",Wald_ratio,1,0.000448964,0.000281644,NA,NA,0.110917238,NA,NA,NA,NA,NA,NA,NA,-0.000103058,0.001000986,1.000449065,0.999896947,1.001001487,0.95112083,C10orf32,Ovarian cancer,C10orf32,"Monocyte, non-classical"
"SNX32_B cell, naive",Wald_ratio,1,0.000403256,0.000236495,NA,NA,0.088168983,NA,NA,NA,NA,NA,NA,NA,-6.03E-05,0.000866785,1.000403337,0.999939728,1.000867161,0.937655516,SNX32,Ovarian cancer,SNX32,"B cell, naive"
"NSUN4_B cell, naive",Wald_ratio,1,-0.000427635,0.00022878,NA,NA,0.061595886,NA,NA,NA,NA,NA,NA,NA,-0.000876044,2.08E-05,0.999572457,0.999124339,1.000020775,0.937655516,NSUN4,Ovarian cancer,NSUN4,"B cell, naive"
"CTSK_T cell, CD4, naive activated",Wald_ratio,1,-2.89E-05,0.000328032,NA,NA,0.929885005,NA,NA,NA,NA,NA,NA,NA,-0.000671806,0.000614079,0.999971137,0.999328419,1.000614268,0.99844309,CTSK,Ovarian cancer,CTSK,"T cell, CD4, naive activated"
"CERS2_T cell, CD4, memory TREG",Wald_ratio,1,0.000116996,0.000310919,NA,NA,0.706701801,NA,NA,NA,NA,NA,NA,NA,-0.000492406,0.000726397,1.000117002,0.999507715,1.000726661,0.99844309,CERS2,Ovarian cancer,CERS2,"T cell, CD4, memory TREG"
"CERS2_T cell, CD4, TH17",Wald_ratio,1,0.000115688,0.000355221,NA,NA,0.744666589,NA,NA,NA,NA,NA,NA,NA,-0.000580544,0.000811921,1.000115695,0.999419624,1.000812251,0.99844309,CERS2,Ovarian cancer,CERS2,"T cell, CD4, TH17"
"ECHDC2_T cell, CD4, TH1",Wald_ratio,1,5.23E-05,0.000267881,NA,NA,0.845328649,NA,NA,NA,NA,NA,NA,NA,-0.000472788,0.000577305,1.00005226,0.999527324,1.000577472,0.99844309,ECHDC2,Ovarian cancer,ECHDC2,"T cell, CD4, TH1"
"ECHDC2_T cell, CD4, TH17",Wald_ratio,1,5.59E-05,0.000286666,NA,NA,0.845328649,NA,NA,NA,NA,NA,NA,NA,-0.000505941,0.000617788,1.000055925,0.999494187,1.000617979,0.99844309,ECHDC2,Ovarian cancer,ECHDC2,"T cell, CD4, TH17"
"ECHDC2_T cell, CD4, memory TREG",Wald_ratio,1,4.78E-05,0.000245257,NA,NA,0.845328649,NA,NA,NA,NA,NA,NA,NA,-0.000432859,0.000528549,1.000047846,0.999567235,1.000528689,0.99844309,ECHDC2,Ovarian cancer,ECHDC2,"T cell, CD4, memory TREG"
"ECHDC2_NK cell, CD56dim CD16+",Wald_ratio,1,5.73E-05,0.000293537,NA,NA,0.845328649,NA,NA,NA,NA,NA,NA,NA,-0.000518069,0.000632597,1.000057266,0.999482065,1.000632797,0.99844309,ECHDC2,Ovarian cancer,ECHDC2,"NK cell, CD56dim CD16+"
"SNX32_Monocyte, classical",Wald_ratio,1,0.000391715,0.000238514,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-7.58E-05,0.000859202,1.000391792,0.99992423,1.000859572,0.937655516,SNX32,Ovarian cancer,SNX32,"Monocyte, classical"
"SNX32_T cell, CD8, naive",Wald_ratio,1,0.000424427,0.000258432,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-8.21E-05,0.000930955,1.000424517,0.999917903,1.000931388,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD8, naive"
"SNX32_NK cell, CD56dim CD16+",Wald_ratio,1,0.000362787,0.0002209,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-7.02E-05,0.000795751,1.000362853,0.999929826,1.000796068,0.937655516,SNX32,Ovarian cancer,SNX32,"NK cell, CD56dim CD16+"
"SNX32_T cell, CD4, memory TREG",Wald_ratio,1,0.000398545,0.000242673,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-7.71E-05,0.000874183,1.000398624,0.999922909,1.000874565,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD4, memory TREG"
"SNX32_T cell, CD4, TH2",Wald_ratio,1,0.000452315,0.000275413,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-8.75E-05,0.000992124,1.000452417,0.999912509,1.000992616,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD4, TH2"
"SNX32_T cell, CD4, naive activated",Wald_ratio,1,0.000333656,0.000203162,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-6.45E-05,0.000731854,1.000333712,0.99993546,1.000732122,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD4, naive activated"
"SNX32_T cell, CD4, naive",Wald_ratio,1,0.000465642,0.000283528,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-9.01E-05,0.001021358,1.000465751,0.999909931,1.001021879,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD4, naive"
"SNX32_T cell, CD4, TH17",Wald_ratio,1,0.000405262,0.000246763,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-7.84E-05,0.000888916,1.000405344,0.99992161,1.000889312,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD4, TH17"
"SNX32_T cell, CD4, TH1 TH17",Wald_ratio,1,0.000372466,0.000226794,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-7.20E-05,0.000816982,1.000372536,0.999927953,1.000817316,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD4, TH1 TH17"
"SNX32_T cell, CD4, TFH",Wald_ratio,1,0.000399164,0.00024305,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-7.72E-05,0.000875541,1.000399243,0.999922789,1.000875925,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD4, TFH"
"SNX32_T cell, CD4, naive TREG",Wald_ratio,1,0.000410607,0.000250018,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-7.94E-05,0.000900642,1.000410692,0.999920576,1.000901048,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD4, naive TREG"
"SNX32_T cell, CD8, naive activated",Wald_ratio,1,0.000319338,0.000194444,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-6.18E-05,0.000700447,1.000319389,0.99993823,1.000700693,0.937655516,SNX32,Ovarian cancer,SNX32,"T cell, CD8, naive activated"
"SNX32_Monocyte, non-classical",Wald_ratio,1,0.000338966,0.000206395,NA,NA,0.100524991,NA,NA,NA,NA,NA,NA,NA,-6.56E-05,0.000743501,1.000339023,0.999934433,1.000743777,0.937655516,SNX32,Ovarian cancer,SNX32,"Monocyte, non-classical"
"RP11-503G7.2_T cell, CD8, naive",Wald_ratio,1,0.000487736,0.00028232,NA,NA,0.084059892,NA,NA,NA,NA,NA,NA,NA,-6.56E-05,0.001041084,1.000487855,0.999934391,1.001041626,0.937655516,RP11-503G7.2,Ovarian cancer,RP11-503G7.2,"T cell, CD8, naive"
"RP11-503G7.2_T cell, CD4, naive TREG",Wald_ratio,1,0.000536766,0.000310701,NA,NA,0.084059892,NA,NA,NA,NA,NA,NA,NA,-7.22E-05,0.001145739,1.00053691,0.999927796,1.001146396,0.937655516,RP11-503G7.2,Ovarian cancer,RP11-503G7.2,"T cell, CD4, naive TREG"
"RP11-503G7.2_Monocyte, non-classical",Wald_ratio,1,0.00045421,0.000262914,NA,NA,0.084059892,NA,NA,NA,NA,NA,NA,NA,-6.11E-05,0.00096952,1.000454313,0.999938901,1.00096999,0.937655516,RP11-503G7.2,Ovarian cancer,RP11-503G7.2,"Monocyte, non-classical"
"RP11-503G7.2_B cell, naive",Wald_ratio,1,0.00051645,0.000298941,NA,NA,0.084059892,NA,NA,NA,NA,NA,NA,NA,-6.95E-05,0.001102373,1.000516583,0.999930529,1.001102981,0.937655516,RP11-503G7.2,Ovarian cancer,RP11-503G7.2,"B cell, naive"
"MAP2K1_T cell, CD4, naive",Wald_ratio,1,0.000308324,0.000285933,NA,NA,0.280896286,NA,NA,NA,NA,NA,NA,NA,-0.000252105,0.000868752,1.000308371,0.999747927,1.00086913,0.9944944,MAP2K1,Ovarian cancer,MAP2K1,"T cell, CD4, naive"
"RP11-617D20.1_T cell, CD4, naive activated",Wald_ratio,1,-0.000186294,0.000240742,NA,NA,0.439028014,NA,NA,NA,NA,NA,NA,NA,-0.000658148,0.000285559,0.999813723,0.999342069,1.0002856,0.99844309,RP11-617D20.1,Ovarian cancer,RP11-617D20.1,"T cell, CD4, naive activated"
"RP11-617D20.1_NK cell, CD56dim CD16+",Wald_ratio,1,-0.000180701,0.000233514,NA,NA,0.439028014,NA,NA,NA,NA,NA,NA,NA,-0.000638389,0.000276986,0.999819315,0.999361815,1.000277024,0.99844309,RP11-617D20.1,Ovarian cancer,RP11-617D20.1,"NK cell, CD56dim CD16+"
"RP11-589M4.2_T cell, CD4, TH17",Wald_ratio,1,0.00020372,0.000259473,NA,NA,0.432375943,NA,NA,NA,NA,NA,NA,NA,-0.000304846,0.000712287,1.000203741,0.9996952,1.00071254,0.99844309,RP11-589M4.2,Ovarian cancer,RP11-589M4.2,"T cell, CD4, TH17"
"IREB2_Monocyte, classical",Wald_ratio,1,0.000331859,0.000316486,NA,NA,0.29437357,NA,NA,NA,NA,NA,NA,NA,-0.000288453,0.000952172,1.000331914,0.999711589,1.000952625,0.99844309,IREB2,Ovarian cancer,IREB2,"Monocyte, classical"
"GTF2A2_Monocyte, classical",Wald_ratio,1,0.000133781,0.000344446,NA,NA,0.697724598,NA,NA,NA,NA,NA,NA,NA,-0.000541333,0.000808894,1.000133789,0.999458814,1.000809221,0.99844309,GTF2A2,Ovarian cancer,GTF2A2,"Monocyte, classical"
"GTF2A2_T cell, CD4, TH1 TH17",Wald_ratio,1,0.000123185,0.000317166,NA,NA,0.697724598,NA,NA,NA,NA,NA,NA,NA,-0.00049846,0.00074483,1.000123193,0.999501664,1.000745108,0.99844309,GTF2A2,Ovarian cancer,GTF2A2,"T cell, CD4, TH1 TH17"
"GTF2A2_T cell, CD4, memory TREG",Wald_ratio,1,0.000131343,0.00033817,NA,NA,0.697724598,NA,NA,NA,NA,NA,NA,NA,-0.00053147,0.000794157,1.000131352,0.999468671,1.000794472,0.99844309,GTF2A2,Ovarian cancer,GTF2A2,"T cell, CD4, memory TREG"
"GTF2A2_T cell, CD4, TH2",Wald_ratio,1,-4.24E-06,0.000332095,NA,NA,0.989817565,NA,NA,NA,NA,NA,NA,NA,-0.000655144,0.000646668,0.999995762,0.99934507,1.000646877,0.999432406,GTF2A2,Ovarian cancer,GTF2A2,"T cell, CD4, TH2"
"SLC22A5_T cell, CD4, naive TREG",Wald_ratio,1,-6.87E-05,0.000269438,NA,NA,0.798678113,NA,NA,NA,NA,NA,NA,NA,-0.000596821,0.000459376,0.99993128,0.999403357,1.000459482,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"T cell, CD4, naive TREG"
"SLC22A5_Monocyte, non-classical",Wald_ratio,1,-5.40E-05,0.000211912,NA,NA,0.798678113,NA,NA,NA,NA,NA,NA,NA,-0.000469397,0.000361297,0.999945952,0.999530713,1.000361363,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"Monocyte, non-classical"
"SLC22A5_T cell, CD4, TH17",Wald_ratio,1,-6.92E-05,0.000271115,NA,NA,0.798678113,NA,NA,NA,NA,NA,NA,NA,-0.000600535,0.000462235,0.999930852,0.999399646,1.000462341,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"T cell, CD4, TH17"
"SLC22A5_NK cell, CD56dim CD16+",Wald_ratio,1,-5.67E-05,0.000222287,NA,NA,0.798678113,NA,NA,NA,NA,NA,NA,NA,-0.000492378,0.000378986,0.999943306,0.999507743,1.000379058,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"NK cell, CD56dim CD16+"
"SLC22A5_T cell, CD4, naive activated",Wald_ratio,1,-5.43E-05,0.000212907,NA,NA,0.798678113,NA,NA,NA,NA,NA,NA,NA,-0.000471602,0.000362995,0.999945698,0.999528509,1.000363061,0.99844309,SLC22A5,Ovarian cancer,SLC22A5,"T cell, CD4, naive activated"
"NSUN4_T cell, CD8, naive",Wald_ratio,1,-0.000502126,0.000243691,NA,NA,0.039350756,NA,NA,NA,NA,NA,NA,NA,-0.000979761,-2.45E-05,0.999498,0.999020718,0.999975509,0.888016907,NSUN4,Ovarian cancer,NSUN4,"T cell, CD8, naive"
"NSUN4_NK cell, CD56dim CD16+",Wald_ratio,1,-0.000488448,0.000237053,NA,NA,0.039350756,NA,NA,NA,NA,NA,NA,NA,-0.000953072,-2.38E-05,0.999511671,0.999047382,0.999976176,0.888016907,NSUN4,Ovarian cancer,NSUN4,"NK cell, CD56dim CD16+"
"NSUN4_T cell, CD4, naive TREG",Wald_ratio,1,-0.000525854,0.000255207,NA,NA,0.039350756,NA,NA,NA,NA,NA,NA,NA,-0.001026059,-2.56E-05,0.999474285,0.998974467,0.999974352,0.888016907,NSUN4,Ovarian cancer,NSUN4,"T cell, CD4, naive TREG"
"NSUN4_Monocyte, non-classical",Wald_ratio,1,-0.000430273,0.00020882,NA,NA,0.039350756,NA,NA,NA,NA,NA,NA,NA,-0.00083956,-2.10E-05,0.999569819,0.999160792,0.999979014,0.888016907,NSUN4,Ovarian cancer,NSUN4,"Monocyte, non-classical"
"NSUN4_Monocyte, classical",Wald_ratio,1,-0.000519972,0.000252352,NA,NA,0.039350756,NA,NA,NA,NA,NA,NA,NA,-0.001014583,-2.54E-05,0.999480163,0.998985932,0.999974639,0.888016907,NSUN4,Ovarian cancer,NSUN4,"Monocyte, classical"
