id,gene,cell,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4,ldcheck
"C10orf32_T cell, CD4, TFH",C10orf32,"T cell, CD4, TFH",Wald_ratio,1,0.045684071,0.010308201,NA,NA,9.34E-06,NA,NA,NA,NA,NA,NA,NA,0.025479998,0.065888144,1.046743662,1.025807388,1.068107237,0.000654566,Prostate cancer,ieu-b-85,"C10orf32_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.042269484,0.995560937
"C10orf32_T cell, CD4, TH2",C10orf32,"T cell, CD4, TH2",Wald_ratio,1,0.033677425,0.009315032,NA,NA,0.000299902,NA,NA,NA,NA,NA,NA,NA,0.015419961,0.051934888,1.034250929,1.015539462,1.053307158,0.011119691,Prostate cancer,ieu-b-85,"C10orf32_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.001117842,1
"RAB7L1_T cell, CD4, memory TREG",RAB7L1,"T cell, CD4, memory TREG",Wald_ratio,1,-0.055265732,0.012093443,NA,NA,4.88E-06,NA,NA,NA,NA,NA,NA,NA,-0.078968879,-0.031562585,0.94623367,0.924068682,0.968930314,0.000370885,Prostate cancer,ieu-b-85,"RAB7L1_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.783420039,1
"AGAP7_T cell, CD4, TH1 TH17",AGAP7,"T cell, CD4, TH1 TH17",Wald_ratio,1,-0.195581371,0.009828835,NA,NA,4.17E-88,NA,NA,NA,NA,NA,NA,NA,-0.214845887,-0.176316855,0.822356425,0.806665748,0.838352305,3.17E-84,Prostate cancer,ieu-b-85,"AGAP7_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.01191333,1
"POLI_T cell, CD8, naive activated",POLI,"T cell, CD8, naive activated",Wald_ratio,1,-0.04828515,0.009632948,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.067165728,-0.029404573,0.952862039,0.935040226,0.971023535,6.46E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.980599946,1
"POLI_T cell, CD4, naive TREG",POLI,"T cell, CD4, naive TREG",Wald_ratio,1,-0.035515557,0.007085398,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.049402937,-0.021628177,0.96510772,0.951797538,0.978604035,6.46E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.967831112,1
"POLI_Monocyte, classical",POLI,"Monocyte, classical",Wald_ratio,1,-0.040556181,0.008091009,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.056414558,-0.024697804,0.960255215,0.945147236,0.975604691,6.46E-05,Prostate cancer,ieu-b-85,"POLI_Monocyte, classical_Prostate cancer_ieu-b-85",0.927587204,1
"POLI_T cell, CD4, TFH",POLI,"T cell, CD4, TFH",Wald_ratio,1,-0.045418063,0.00906096,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.063177546,-0.027658581,0.955597898,0.938776783,0.972720415,6.46E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.980470799,1
"POLI_T cell, CD8, naive",POLI,"T cell, CD8, naive",Wald_ratio,1,-0.039213483,0.007823139,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.054546835,-0.023880131,0.961545414,0.946914159,0.976402743,6.46E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.967822805,1
"POLI_T cell, CD4, TH1",POLI,"T cell, CD4, TH1",Wald_ratio,1,-0.039176529,0.007815766,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.054495431,-0.023857627,0.961580947,0.946962836,0.976424717,6.46E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.940711293,1
"POLI_T cell, CD4, TH2",POLI,"T cell, CD4, TH2",Wald_ratio,1,-0.038771578,0.007734978,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.053932134,-0.023611021,0.96197042,0.947496407,0.976665539,6.46E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.944784914,1
"POLI_T cell, CD4, TH1 TH17",POLI,"T cell, CD4, TH1 TH17",Wald_ratio,1,-0.038730091,0.007726701,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.053874426,-0.023585756,0.962010329,0.947551087,0.976690214,6.46E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.944783112,1
"POLI_T cell, CD4, TH17",POLI,"T cell, CD4, TH17",Wald_ratio,1,-0.039117956,0.007804081,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.054413955,-0.023821957,0.961637271,0.947039993,0.976459546,6.46E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.944786716,1
"SESN1_T cell, CD4, naive TREG",SESN1,"T cell, CD4, naive TREG",Wald_ratio,1,0.053878485,0.009446748,NA,NA,1.17E-08,NA,NA,NA,NA,NA,NA,NA,0.035362859,0.07239411,1.055356352,1.035995561,1.07507896,3.13E-06,Prostate cancer,ieu-b-85,"SESN1_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.74015609,0.991362732
"RP11-787I22.3_T cell, CD4, naive TREG",RP11-787I22.3,"T cell, CD4, naive TREG",Wald_ratio,1,0.059283217,0.010394383,NA,NA,1.17E-08,NA,NA,NA,NA,NA,NA,NA,0.038910227,0.079656207,1.061075713,1.039677144,1.082914706,3.13E-06,Prostate cancer,ieu-b-85,"RP11-787I22.3_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.74015609,0.991362732
"MAP2K1_T cell, CD4, naive TREG",MAP2K1,"T cell, CD4, naive TREG",Wald_ratio,1,-0.048845537,0.008302858,NA,NA,4.03E-09,NA,NA,NA,NA,NA,NA,NA,-0.065119139,-0.032571935,0.952328218,0.936955829,0.967952817,1.38E-06,Prostate cancer,ieu-b-85,"MAP2K1_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.919457983,1
"PFKM_NK cell, CD56dim CD16+",PFKM,"NK cell, CD56dim CD16+",Wald_ratio,1,0.036363017,0.009548909,NA,NA,0.00014005,NA,NA,NA,NA,NA,NA,NA,0.017647155,0.055078878,1.037032238,1.017803786,1.056623956,0.00624959,Prostate cancer,ieu-b-85,"PFKM_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.922532217,0.986990589
"HCG4_T cell, CD4, TH17",HCG4,"T cell, CD4, TH17",Wald_ratio,1,0.033390564,0.009507822,NA,NA,0.000444907,NA,NA,NA,NA,NA,NA,NA,0.014755234,0.052025895,1.033954286,1.01486463,1.05340302,0.014544167,Prostate cancer,ieu-b-85,"HCG4_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.27E-09,1
"HCG4_T cell, CD4, TH1 TH17",HCG4,"T cell, CD4, TH1 TH17",Wald_ratio,1,0.029700423,0.008457069,NA,NA,0.000444907,NA,NA,NA,NA,NA,NA,NA,0.013124566,0.046276279,1.030145879,1.013211072,1.047363735,0.014544167,Prostate cancer,ieu-b-85,"HCG4_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",1.25E-08,1
"C10orf32_Monocyte, non-classical",C10orf32,"Monocyte, non-classical",Wald_ratio,1,0.041270987,0.009148229,NA,NA,6.44E-06,NA,NA,NA,NA,NA,NA,NA,0.023340459,0.059201516,1.042134473,1.023614979,1.060989025,0.000475306,Prostate cancer,ieu-b-85,"C10orf32_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.000581244,0.995529009
NSUN4_B_CELL_NAIVE,NSUN4,B,Wald_ratio,1,0.033525478,0.007468967,NA,NA,7.17E-06,NA,NA,NA,NA,NA,NA,NA,0.018886302,0.048164654,1.03409379,1.019065777,1.04934342,0.000515979,Prostate cancer,ieu-b-85,NSUN4_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.804712006,1
"CTSK_T cell, CD4, naive activated",CTSK,"T cell, CD4, naive activated",Wald_ratio,1,-0.048122386,0.010444144,NA,NA,4.07E-06,NA,NA,NA,NA,NA,NA,NA,-0.068592908,-0.027651863,0.953017144,0.933706707,0.97272695,0.000314324,Prostate cancer,ieu-b-85,"CTSK_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.744918019,1
"ECHDC2_NK cell, CD56dim CD16+",ECHDC2,"NK cell, CD56dim CD16+",Wald_ratio,1,0.037988879,0.00949722,NA,NA,6.33E-05,NA,NA,NA,NA,NA,NA,NA,0.019374328,0.056603429,1.038719681,1.019563228,1.058236062,0.003366675,Prostate cancer,ieu-b-85,"ECHDC2_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.891654874,1
"ECHDC2_T cell, CD4, TH17",ECHDC2,"T cell, CD4, TH17",Wald_ratio,1,0.037099564,0.009274891,NA,NA,6.33E-05,NA,NA,NA,NA,NA,NA,NA,0.018920778,0.055278351,1.037796343,1.01910091,1.056834744,0.003366675,Prostate cancer,ieu-b-85,"ECHDC2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.88810081,1
"ECHDC2_T cell, CD4, memory TREG",ECHDC2,"T cell, CD4, memory TREG",Wald_ratio,1,0.031740564,0.007935141,NA,NA,6.33E-05,NA,NA,NA,NA,NA,NA,NA,0.016187688,0.04729344,1.032249668,1.016319418,1.048429615,0.003366675,Prostate cancer,ieu-b-85,"ECHDC2_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.885552897,1
"ECHDC2_T cell, CD4, TH1",ECHDC2,"T cell, CD4, TH1",Wald_ratio,1,0.034668491,0.008667123,NA,NA,6.33E-05,NA,NA,NA,NA,NA,NA,NA,0.01768093,0.051656051,1.035276448,1.017838163,1.053013497,0.003366675,Prostate cancer,ieu-b-85,"ECHDC2_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.892166264,1
RP11-503G7.2_B_CELL_NAIVE,RP11-503G7.2,B,Wald_ratio,1,0.05698623,0.009551364,NA,NA,2.43E-09,NA,NA,NA,NA,NA,NA,NA,0.038265556,0.075706904,1.058641233,1.03900711,1.078646381,9.46E-07,Prostate cancer,ieu-b-85,RP11-503G7.2_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.973890438,0.890867924
"RP11-503G7.2_T cell, CD4, naive TREG",RP11-503G7.2,"T cell, CD4, naive TREG",Wald_ratio,1,0.059228005,0.009927104,NA,NA,2.43E-09,NA,NA,NA,NA,NA,NA,NA,0.03977088,0.078685129,1.06101713,1.040572331,1.081863621,9.46E-07,Prostate cancer,ieu-b-85,"RP11-503G7.2_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.994092123,0.890867924
"RP11-503G7.2_Monocyte, non-classical",RP11-503G7.2,"Monocyte, non-classical",Wald_ratio,1,0.050118513,0.008400278,NA,NA,2.43E-09,NA,NA,NA,NA,NA,NA,NA,0.033653968,0.066583057,1.051395693,1.034226669,1.068849736,9.46E-07,Prostate cancer,ieu-b-85,"RP11-503G7.2_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.953488944,0.890867924
"RP11-503G7.2_T cell, CD8, naive",RP11-503G7.2,"T cell, CD8, naive",Wald_ratio,1,0.053817941,0.009020333,NA,NA,2.43E-09,NA,NA,NA,NA,NA,NA,NA,0.036138089,0.071497794,1.05529246,1.036799007,1.074115781,9.46E-07,Prostate cancer,ieu-b-85,"RP11-503G7.2_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.976450886,0.890867924
"MAP2K1_T cell, CD4, naive",MAP2K1,"T cell, CD4, naive",Wald_ratio,1,-0.054584471,0.009182434,NA,NA,2.77E-09,NA,NA,NA,NA,NA,NA,NA,-0.072582043,-0.0365869,0.946878521,0.929989444,0.964074312,1.05E-06,Prostate cancer,ieu-b-85,"MAP2K1_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.913755997,1
"RP11-589M4.2_T cell, CD4, TH17",RP11-589M4.2,"T cell, CD4, TH17",Wald_ratio,1,-0.034698874,0.008315411,NA,NA,3.01E-05,NA,NA,NA,NA,NA,NA,NA,-0.050997079,-0.018400669,0.965896229,0.950281447,0.98176759,0.001725611,Prostate cancer,ieu-b-85,"RP11-589M4.2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.922612373,1
"C6orf163_T cell, CD4, TH2",C6orf163,"T cell, CD4, TH2",Wald_ratio,1,0.036947801,0.010705723,NA,NA,0.000558059,NA,NA,NA,NA,NA,NA,NA,0.015964584,0.057931019,1.037638856,1.016092698,1.059641898,0.017859078,Prostate cancer,ieu-b-85,"C6orf163_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.560515248,1
"RTEL1-TNFRSF6B_Monocyte, non-classical",RTEL1-TNFRSF6B,"Monocyte, non-classical",Wald_ratio,1,-0.092432586,0.010979871,NA,NA,3.82E-17,NA,NA,NA,NA,NA,NA,NA,-0.113953133,-0.070912039,0.911710671,0.892299775,0.931543828,3.87E-14,Prostate cancer,ieu-b-85,"RTEL1-TNFRSF6B_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.701679492,1
C9orf78_B_CELL_NAIVE,C9orf78,B,Wald_ratio,1,-0.040765058,0.008277621,NA,NA,8.45E-07,NA,NA,NA,NA,NA,NA,NA,-0.056989195,-0.024540921,0.96005466,0.944604275,0.975757759,9.04E-05,Prostate cancer,ieu-b-85,C9orf78_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.616969392,1
"C9orf78_T cell, CD4, memory TREG",C9orf78,"T cell, CD4, memory TREG",Wald_ratio,1,-0.039015199,0.0079223,NA,NA,8.45E-07,NA,NA,NA,NA,NA,NA,NA,-0.054542907,-0.023487491,0.961736092,0.946917878,0.976786194,9.04E-05,Prostate cancer,ieu-b-85,"C9orf78_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.201378861,1
"C9orf78_T cell, CD4, TH1 TH17",C9orf78,"T cell, CD4, TH1 TH17",Wald_ratio,1,-0.03543223,0.007194754,NA,NA,8.45E-07,NA,NA,NA,NA,NA,NA,NA,-0.049533948,-0.021330512,0.965188143,0.951672851,0.978895375,9.04E-05,Prostate cancer,ieu-b-85,"C9orf78_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.233463765,1
"C9orf78_T cell, CD4, naive",C9orf78,"T cell, CD4, naive",Wald_ratio,1,-0.040576383,0.008239309,NA,NA,8.45E-07,NA,NA,NA,NA,NA,NA,NA,-0.056725429,-0.024427337,0.960235816,0.944853463,0.975868596,9.04E-05,Prostate cancer,ieu-b-85,"C9orf78_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.644495812,1
"RP11-815M8.1_Monocyte, non-classical",RP11-815M8.1,"Monocyte, non-classical",Wald_ratio,1,0.039203469,0.01055478,NA,NA,0.000203778,NA,NA,NA,NA,NA,NA,NA,0.0185161,0.059890838,1.039982066,1.018688586,1.061720641,0.008440426,Prostate cancer,ieu-b-85,"RP11-815M8.1_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.025819979,1
"C9orf78_T cell, CD8, naive",C9orf78,"T cell, CD8, naive",Wald_ratio,1,-0.043134899,0.008216171,NA,NA,1.52E-07,NA,NA,NA,NA,NA,NA,NA,-0.059238594,-0.027031203,0.957782178,0.942481872,0.97333087,2.63E-05,Prostate cancer,ieu-b-85,"C9orf78_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.135302936,1
"C9orf78_T cell, CD4, naive TREG",C9orf78,"T cell, CD4, naive TREG",Wald_ratio,1,-0.039500298,0.007523866,NA,NA,1.52E-07,NA,NA,NA,NA,NA,NA,NA,-0.054247077,-0.02475352,0.961269667,0.947198047,0.975550336,2.63E-05,Prostate cancer,ieu-b-85,"C9orf78_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.149228902,1
"C9orf78_T cell, CD4, TH17",C9orf78,"T cell, CD4, TH17",Wald_ratio,1,-0.038097664,0.007256698,NA,NA,1.52E-07,NA,NA,NA,NA,NA,NA,NA,-0.052320792,-0.023874536,0.962618923,0.949024379,0.976408206,2.63E-05,Prostate cancer,ieu-b-85,"C9orf78_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.333111022,1
"C9orf78_T cell, CD4, TH1",C9orf78,"T cell, CD4, TH1",Wald_ratio,1,-0.039730313,0.007567679,NA,NA,1.52E-07,NA,NA,NA,NA,NA,NA,NA,-0.054562963,-0.024897663,0.961048587,0.946898888,0.975409728,2.63E-05,Prostate cancer,ieu-b-85,"C9orf78_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.135667577,1
"C9orf78_T cell, CD4, TH2",C9orf78,"T cell, CD4, TH2",Wald_ratio,1,-0.036315556,0.006917249,NA,NA,1.52E-07,NA,NA,NA,NA,NA,NA,NA,-0.049873364,-0.022757748,0.964335943,0.951349892,0.977499256,2.63E-05,Prostate cancer,ieu-b-85,"C9orf78_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.295963814,1
TOR1B_B_CELL_NAIVE,TOR1B,B,Wald_ratio,1,0.052213134,0.009756458,NA,NA,8.72E-08,NA,NA,NA,NA,NA,NA,NA,0.033090476,0.071335792,1.053600277,1.033644055,1.073941787,1.70E-05,Prostate cancer,ieu-b-85,TOR1B_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.616969392,1
"GTF2A2_T cell, CD4, TH1 TH17",GTF2A2,"T cell, CD4, TH1 TH17",Wald_ratio,1,-0.043926027,0.01020378,NA,NA,1.67E-05,NA,NA,NA,NA,NA,NA,NA,-0.063925435,-0.023926619,0.957024749,0.938074944,0.976357353,0.001024092,Prostate cancer,ieu-b-85,"GTF2A2_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.684811409,1
"GTF2A2_Monocyte, classical",GTF2A2,"Monocyte, classical",Wald_ratio,1,-0.047704149,0.011081417,NA,NA,1.67E-05,NA,NA,NA,NA,NA,NA,NA,-0.069423726,-0.025984571,0.953415815,0.932931289,0.974350122,0.001024092,Prostate cancer,ieu-b-85,"GTF2A2_Monocyte, classical_Prostate cancer_ieu-b-85",0.051627871,1
"GTF2A2_T cell, CD4, memory TREG",GTF2A2,"T cell, CD4, memory TREG",Wald_ratio,1,-0.046835043,0.010879528,NA,NA,1.67E-05,NA,NA,NA,NA,NA,NA,NA,-0.068158918,-0.025511167,0.954244794,0.934112014,0.974811493,0.001024092,Prostate cancer,ieu-b-85,"GTF2A2_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.857943588,1
"GTF2A2_T cell, CD4, TH2",GTF2A2,"T cell, CD4, TH2",Wald_ratio,1,-0.043323167,0.01057595,NA,NA,4.20E-05,NA,NA,NA,NA,NA,NA,NA,-0.064052028,-0.022594306,0.957601875,0.937956198,0.977659034,0.002336671,Prostate cancer,ieu-b-85,"GTF2A2_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.1025825,0.995662713
PSORS1C3_B_CELL_NAIVE,PSORS1C3,B,Wald_ratio,1,0.052941034,0.009810442,NA,NA,6.80E-08,NA,NA,NA,NA,NA,NA,NA,0.033712568,0.0721695,1.054367471,1.034287276,1.074837514,1.34E-05,Prostate cancer,ieu-b-85,PSORS1C3_B_CELL_NAIVE_Prostate cancer_ieu-b-85,1.39E-08,0.983207099
"NSUN4_T cell, CD4, naive TREG",NSUN4,"T cell, CD4, naive TREG",Wald_ratio,1,0.036727838,0.008321151,NA,NA,1.02E-05,NA,NA,NA,NA,NA,NA,NA,0.020418382,0.053037294,1.037410639,1.020628264,1.054468969,0.000689305,Prostate cancer,ieu-b-85,"NSUN4_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.490974252,1
"NSUN4_NK cell, CD56dim CD16+",NSUN4,"NK cell, CD56dim CD16+",Wald_ratio,1,0.034115271,0.007729241,NA,NA,1.02E-05,NA,NA,NA,NA,NA,NA,NA,0.018965958,0.049264583,1.034703871,1.019146954,1.050498258,0.000689305,Prostate cancer,ieu-b-85,"NSUN4_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.000192543,1
"NSUN4_T cell, CD8, naive",NSUN4,"T cell, CD8, naive",Wald_ratio,1,0.035070614,0.007945686,NA,NA,1.02E-05,NA,NA,NA,NA,NA,NA,NA,0.019497069,0.050644158,1.03569284,1.019688379,1.051948499,0.000689305,Prostate cancer,ieu-b-85,"NSUN4_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.798868029,1
"NSUN4_Monocyte, classical",NSUN4,"Monocyte, classical",Wald_ratio,1,0.036317039,0.008228079,NA,NA,1.02E-05,NA,NA,NA,NA,NA,NA,NA,0.020190004,0.052444074,1.036984559,1.020395201,1.053843623,0.000689305,Prostate cancer,ieu-b-85,"NSUN4_Monocyte, classical_Prostate cancer_ieu-b-85",0.750055677,1
"NSUN4_T cell, CD4, TFH",NSUN4,"T cell, CD4, TFH",Wald_ratio,1,0.039952298,0.009051693,NA,NA,1.02E-05,NA,NA,NA,NA,NA,NA,NA,0.022210981,0.057693616,1.040761127,1.022459481,1.059390365,0.000689305,Prostate cancer,ieu-b-85,"NSUN4_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.314538499,1
"NSUN4_Monocyte, non-classical",NSUN4,"Monocyte, non-classical",Wald_ratio,1,0.030052088,0.006808676,NA,NA,1.02E-05,NA,NA,NA,NA,NA,NA,NA,0.016707083,0.043397094,1.03050821,1.016847427,1.044352518,0.000689305,Prostate cancer,ieu-b-85,"NSUN4_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.782736726,1
"RP11-6L6.2_Monocyte, non-classical",RP11-6L6.2,"Monocyte, non-classical",Wald_ratio,1,0.029395525,0.008870229,NA,NA,0.000919868,NA,NA,NA,NA,NA,NA,NA,0.012009877,0.046781173,1.029831838,1.012082285,1.047892677,0.026432731,Prostate cancer,ieu-b-85,"RP11-6L6.2_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.466201068,1
TTC28_B_CELL_NAIVE,TTC28,B,Wald_ratio,1,0.032618045,0.009477398,NA,NA,0.000578142,NA,NA,NA,NA,NA,NA,NA,0.014042345,0.051193745,1.033155845,1.014141402,1.052526795,0.018385647,Prostate cancer,ieu-b-85,TTC28_B_CELL_NAIVE_Prostate cancer_ieu-b-85,0.639825946,0.989344537
"SESN1_T cell, CD4, TFH",SESN1,"T cell, CD4, TFH",Wald_ratio,1,0.055637631,0.009432817,NA,NA,3.67E-09,NA,NA,NA,NA,NA,NA,NA,0.037149311,0.074125952,1.057214513,1.037847971,1.076942441,1.30E-06,Prostate cancer,ieu-b-85,"SESN1_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.649753941,1
"SESN1_T cell, CD8, naive",SESN1,"T cell, CD8, naive",Wald_ratio,1,0.052898498,0.009344114,NA,NA,1.50E-08,NA,NA,NA,NA,NA,NA,NA,0.034584034,0.071212962,1.054322624,1.035189016,1.073809882,3.87E-06,Prostate cancer,ieu-b-85,"SESN1_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.647845059,0.964447736
"RP11-534L20.5_T cell, CD4, TH17",RP11-534L20.5,"T cell, CD4, TH17",Wald_ratio,1,-0.0239375,0.007118959,NA,NA,0.000772401,NA,NA,NA,NA,NA,NA,NA,-0.037890659,-0.00998434,0.97634673,0.96281821,0.990065338,0.022977048,Prostate cancer,ieu-b-85,"RP11-534L20.5_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.436025201,1
"RP11-534L20.5_Monocyte, classical",RP11-534L20.5,"Monocyte, classical",Wald_ratio,1,-0.025474021,0.007575917,NA,NA,0.000772401,NA,NA,NA,NA,NA,NA,NA,-0.040322819,-0.010625224,0.974847704,0.960479328,0.989431025,0.022977048,Prostate cancer,ieu-b-85,"RP11-534L20.5_Monocyte, classical_Prostate cancer_ieu-b-85",0.517728053,1
"CTSK_T cell, CD4, memory TREG",CTSK,"T cell, CD4, memory TREG",Wald_ratio,1,-0.04001755,0.008567443,NA,NA,3.00E-06,NA,NA,NA,NA,NA,NA,NA,-0.056809739,-0.023225362,0.960772577,0.944773806,0.977042271,0.000243788,Prostate cancer,ieu-b-85,"CTSK_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.650770449,0.992665498
"CTSK_NK cell, CD56dim CD16+",CTSK,"NK cell, CD56dim CD16+",Wald_ratio,1,-0.041750638,0.008938483,NA,NA,3.00E-06,NA,NA,NA,NA,NA,NA,NA,-0.059270065,-0.02423121,0.959108916,0.942452211,0.976060009,0.000243788,Prostate cancer,ieu-b-85,"CTSK_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.457189784,0.992665498
"CTSK_T cell, CD4, TH2",CTSK,"T cell, CD4, TH2",Wald_ratio,1,-0.039289981,0.008411676,NA,NA,3.00E-06,NA,NA,NA,NA,NA,NA,NA,-0.055776867,-0.022803096,0.96147186,0.94575014,0.97745493,0.000243788,Prostate cancer,ieu-b-85,"CTSK_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.012193485,0.992665498
"CTSK_T cell, CD4, naive TREG",CTSK,"T cell, CD4, naive TREG",Wald_ratio,1,-0.040875568,0.008751138,NA,NA,3.00E-06,NA,NA,NA,NA,NA,NA,NA,-0.058027799,-0.023723338,0.959948571,0.943623716,0.976555848,0.000243788,Prostate cancer,ieu-b-85,"CTSK_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.743722176,0.992665498
"CTSK_T cell, CD4, TH1",CTSK,"T cell, CD4, TH1",Wald_ratio,1,-0.043385954,0.009288592,NA,NA,3.00E-06,NA,NA,NA,NA,NA,NA,NA,-0.061591594,-0.025180314,0.957541751,0.940266819,0.975134066,0.000243788,Prostate cancer,ieu-b-85,"CTSK_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.767783781,0.992665498
"ARNT_T cell, CD4, naive",ARNT,"T cell, CD4, naive",Wald_ratio,1,-0.047388903,0.010145592,NA,NA,3.00E-06,NA,NA,NA,NA,NA,NA,NA,-0.067274262,-0.027503543,0.953716423,0.934938748,0.972871236,0.000243788,Prostate cancer,ieu-b-85,"ARNT_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.701714066,0.992665498
"ARNT_T cell, CD4, TH17",ARNT,"T cell, CD4, TH17",Wald_ratio,1,-0.050104962,0.010727079,NA,NA,3.00E-06,NA,NA,NA,NA,NA,NA,NA,-0.071130036,-0.029079888,0.951129587,0.931340776,0.971338863,0.000243788,Prostate cancer,ieu-b-85,"ARNT_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.000469952,0.992665498
"ARNT_NK cell, CD56dim CD16+",ARNT,"NK cell, CD56dim CD16+",Wald_ratio,1,-0.046923298,0.010045909,NA,NA,3.00E-06,NA,NA,NA,NA,NA,NA,NA,-0.066613281,-0.027233316,0.954160581,0.935556929,0.973134167,0.000243788,Prostate cancer,ieu-b-85,"ARNT_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.457189784,0.992665498
"MPHOSPH6_T cell, CD4, TFH",MPHOSPH6,"T cell, CD4, TFH",Wald_ratio,1,0.045186872,0.008819606,NA,NA,3.00E-07,NA,NA,NA,NA,NA,NA,NA,0.027900444,0.062473301,1.046223352,1.028293306,1.064466038,4.51E-05,Prostate cancer,ieu-b-85,"MPHOSPH6_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.885606262,1
